Main Category,Category,Subcategory,Search Keyword,Product Name,Company Name,Price,MOQ,Location,Rating,Reviews,Image URL,Product URL,Product Description,Product ID,Local Image Path
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,"Rajeshwari Kurta Kurti Silk Fabric, Plain",Manglam Textiles,₹ 85,/Meter,Surat,,,https://5.imimg.com/data5/ZE/OX/BV/SELLER-33865970/rj1-250x250.jpeg,https://www.indiamart.com/proddetail/rajeshwari-kurta-kurti-silk-fabric-21518645862.html,"Rajeshwari Kurta Kurti Silk Fabric, Plain",a2c31f2c-5724-4787-a1d4-311ac7f5f7e2,products\a2c31f2c-5724-4787-a1d4-311ac7f5f7e2\1.jpeg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Space/ fandy silk fabric,Vardhman Textiles,₹ 120,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/2/491667248/ZT/DV/HT/125707336/space-fandy-silk-250x250.jpg,https://www.indiamart.com/proddetail/space-fandy-silk-fabric-2855847273133.html,Space/ fandy silk fabric,04a021b6-905b-4258-88a8-077bcdba6f8a,products\04a021b6-905b-4258-88a8-077bcdba6f8a\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,"Organza Soft Silk Fabric, Jacquard",Nancy Enterprises,₹ 90,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/6/522856706/EM/FB/BT/52632127/kp-aayna-5055-8-900x1350-crop-ce-250x250.jpg,https://www.indiamart.com/proddetail/soft-silk-fabric-2856812453562.html,"Organza Soft Silk Fabric, Jacquard",9dfd39c2-0423-4e84-86da-5a487782f9a6,products\9dfd39c2-0423-4e84-86da-5a487782f9a6\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Modal Silk Fabric,Priya Dresses,₹ 500,/Meter,Jetpur,,,https://5.imimg.com/data5/ANDROID/Default/2023/4/304068103/NS/SD/PR/124067784/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/modal-silk-fabric-2850977227048.html,GST Email Mobile Member: 5 yrs,c072baed-467b-45ba-8abe-77ff94566335,products\c072baed-467b-45ba-8abe-77ff94566335\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Plain Heavy Banglori Silk Fabric,Jay Dawarkadhish Fashion,₹ 24,/Meter,Surat - Deals in Amreli,,,https://5.imimg.com/data5/ANDROID/Default/2023/1/LN/TJ/MB/996729/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/heavy-banglori-silk-fabric-2849911103191.html,Plain Heavy Banglori Silk Fabric,9a9978da-d144-4086-a5d1-2c017b84fc94,products\9a9978da-d144-4086-a5d1-2c017b84fc94\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Jenny Silk Fabric - Viscose Silk Plain Weave,Nishtha Enterprises Private Limited,₹ 78,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2024/12/477434776/JB/SJ/HP/180862118/jenny-silk-fabrics-250x250.jpg,https://www.indiamart.com/proddetail/jenny-silk-fabric-2855553805262.html,Jenny Silk Fabric - Viscose Silk Plain Weave,0761f4f1-ce6a-4253-ae79-744810f0bcda,products\0761f4f1-ce6a-4253-ae79-744810f0bcda\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,60 GSM Crushed Silk Fabric,Chandni Impex,₹ 147,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/5/512125131/EB/BF/SB/162133721/img-6240-250x250.jpg,https://www.indiamart.com/proddetail/60-gsm-crushed-silk-fabric-2856543127997.html,60 GSM Crushed Silk Fabric,bd962708-e59b-4926-86d5-edfbf832ffc2,products\bd962708-e59b-4926-86d5-edfbf832ffc2\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Paithani Silk Fabric Manufacturer In Surat,Sky Tex,₹ 180,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/6/523397233/YQ/VK/AN/154154820/img-20250630-wa0037-250x250.jpg,https://www.indiamart.com/proddetail/paithani-silk-fabric-manufacturer-in-surat-2856824415055.html,Paithani Silk Fabric Manufacturer In Surat,59f13c57-ffd9-4479-b241-1ad53ca82de9,products\59f13c57-ffd9-4479-b241-1ad53ca82de9\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Roman Silk Fabrics,Vishnu Fabrics,₹ 48,/Meter,Surat,,,https://5.imimg.com/data5/ANDROID/Default/2024/8/440265206/RI/UQ/RW/28603224/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/roman-silk-fabrics-2854588517362.html,GST Email Mobile Member: 10 yrs,a25ccd41-d5a7-47a9-a6ad-bda7fe1d59ee,products\a25ccd41-d5a7-47a9-a6ad-bda7fe1d59ee\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Printed Vichitra Silk Fabric,Silk India Corporation,₹ 55,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2024/6/428548289/HS/BK/EI/6883431/whatsapp-image-2024-06-20-at-2-14-24-pm-1-250x250.jpeg,https://www.indiamart.com/proddetail/vichitra-silk-fabric-2854301801055.html,Printed Vichitra Silk Fabric,d1bc93ed-d8b3-429b-96b6-2c7930f10167,products\d1bc93ed-d8b3-429b-96b6-2c7930f10167\1.jpeg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,"Rajeshwari Kurta Kurti Silk Fabric, Plain",Manglam Textiles,₹ 85,/Meter,Surat,,,https://5.imimg.com/data5/ZE/OX/BV/SELLER-33865970/rj1-250x250.jpeg,https://www.indiamart.com/proddetail/rajeshwari-kurta-kurti-silk-fabric-21518645862.html,"Rajeshwari Kurta Kurti Silk Fabric, Plain",8cd7889e-f366-4a4d-95bc-2832b71b8b10,products\8cd7889e-f366-4a4d-95bc-2832b71b8b10\1.jpeg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Space/ fandy silk fabric,Vardhman Textiles,₹ 120,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/2/491667248/ZT/DV/HT/125707336/space-fandy-silk-250x250.jpg,https://www.indiamart.com/proddetail/space-fandy-silk-fabric-2855847273133.html,Space/ fandy silk fabric,39564735-0e30-4911-9294-a65a525889b8,products\39564735-0e30-4911-9294-a65a525889b8\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,"Organza Soft Silk Fabric, Jacquard",Nancy Enterprises,₹ 90,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/6/522856706/EM/FB/BT/52632127/kp-aayna-5055-8-900x1350-crop-ce-250x250.jpg,https://www.indiamart.com/proddetail/soft-silk-fabric-2856812453562.html,"Organza Soft Silk Fabric, Jacquard",7f0805c2-abb8-4d1d-84fb-b3cf415904b3,products\7f0805c2-abb8-4d1d-84fb-b3cf415904b3\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,Spring Denim Jeans Fabrics Set,K K Enterprises,₹ 243,Spring Denim Jeans Fabrics Set,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/3/494564900/YJ/ET/PY/241413377/denim-jeans-fabrics-250x250.jpg,https://www.indiamart.com/proddetail/spring-denim-jeans-fabrics-set-2855799706997.html,Spring Denim Jeans Fabrics Set,3131583e-f64e-478e-aae8-7cbdb1b6aa4f,products\3131583e-f64e-478e-aae8-7cbdb1b6aa4f\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"4 Way Stretch Premium DENIM DIAGONAL Fabric, Gsm (Grams Per Sq. Meter): 210-220 GSM",Ragini Fasion(A Brand Of Ragini Sarees),₹ 210,/Kg,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2025/12/566971641/EP/XW/BC/4620717/dryfit-4-way-1-copy-250x250.png,https://www.indiamart.com/proddetail/premium-denim-diagonal-fabric-2858155526997.html,"4 Way Stretch Premium DENIM DIAGONAL Fabric, Gsm (Grams Per Sq. Meter): 210-220 GSM",e6040c8b-85b2-4ca4-8f1c-9286d139c0aa,products\e6040c8b-85b2-4ca4-8f1c-9286d139c0aa\1.png
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"Printed Knitted Denim Fabrics, 400 Gms Per Meter",S.Biotex Private Limited,₹ 450,"Printed Knitted Denim Fabrics, 400 Gms Per Meter",Ludhiana - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2023/11/362879007/VS/AR/XC/3087351/knitted-denim-fabrics-250x250.jpg,https://www.indiamart.com/proddetail/knitted-denim-fabrics-20181628362.html,"Printed Knitted Denim Fabrics, 400 Gms Per Meter",e738c778-20b2-4333-a560-a440f898294a,products\e738c778-20b2-4333-a560-a440f898294a\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"Blue 58 To 70 Inch Fancy Denim Fabric, For Jeans",K. Keval & Co.,₹ 190,/Meter,Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2024/5/415989362/ZA/CN/FL/87163111/fancy-denim-fabric-250x250.jpeg,https://www.indiamart.com/proddetail/fancy-denim-fabric-21005639062.html,"Blue 58 To 70 Inch Fancy Denim Fabric, For Jeans",e39d7d08-8709-4109-8534-845bf06f9c96,products\e39d7d08-8709-4109-8534-845bf06f9c96\1.jpeg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,Denim Jeans Fabric,Aarav Textile,₹ 110,/Meter,Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2024/5/421842837/VN/VR/ZZ/28695475/denim-fabric-250x250.jpeg,https://www.indiamart.com/proddetail/denim-jeans-fabric-27374048462.html,GST Email Mobile Member: 10 yrs,13fb2e7e-6b3b-4201-a61a-e53e413d1700,products\13fb2e7e-6b3b-4201-a61a-e53e413d1700\1.jpeg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,Denim Jeans Fabric,Kailash Vivek & Company,₹ 225,/Meter,Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2021/5/IV/ZC/VH/865985/jeans-fabric-250x250.jpg,https://www.indiamart.com/proddetail/denim-jeans-fabric-23488102548.html,Kailash Vivek & Company,09e5de77-c8e8-4126-b81e-c3ce4d7e9ddc,products\09e5de77-c8e8-4126-b81e-c3ce4d7e9ddc\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"Plain Silk Denim Fabric, For Kurti",Muskan Clothing Co.,₹ 110,/Meter,Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2025/4/503283069/CE/UB/LM/13638254/silk-denim-fabric-250x250.jpg,https://www.indiamart.com/proddetail/silk-denim-fabric-2856372795373.html,"Plain Silk Denim Fabric, For Kurti",47fcd212-613d-4808-81e5-a07949592e6a,products\47fcd212-613d-4808-81e5-a07949592e6a\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll",Anil Fashion Pvt.Ltd.,₹ 120,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll",Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2021/6/VP/DI/RU/17234944/cotton-fabric-500x500-250x250.jpg,https://www.indiamart.com/proddetail/denim-fabric-23628490091.html,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll",411df8ff-9d30-4a60-95a8-46ede4793193,products\411df8ff-9d30-4a60-95a8-46ede4793193\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"Polyester Blend Denim Fabric, Weave: Knit",Town Fab,₹ 300,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/6/522635768/DJ/AH/FT/52998298/whatsapp-image-2025-05-16-at-19-56-11-860c5826-250x250.jpg,https://www.indiamart.com/proddetail/denim-fabric-2856810377548.html,"Polyester Blend Denim Fabric, Weave: Knit",481aeb56-45b8-4636-8468-5d77b78b6879,products\481aeb56-45b8-4636-8468-5d77b78b6879\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"63"" RFD Fancy Denim Fabric",Shree Enterprises,₹ 240,/Meter,Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2024/11/467358812/LF/CH/FT/53434839/fancy-rfd-denim-fabric-250x250.jpeg,https://www.indiamart.com/proddetail/63-rfd-fancy-denim-fabric-2855308367097.html,"63"" RFD Fancy Denim Fabric",90b5f00e-eec8-44a9-800a-249ae8c7e997,products\90b5f00e-eec8-44a9-800a-249ae8c7e997\1.jpeg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"Embroidered Imported Denim Fabric, For Kurti",Allia Fabrics,₹ 650,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/6/517546859/NP/XR/OW/128675984/whatsapp-image-2025-06-09-at-5-51-11-pm-250x250.jpeg,https://www.indiamart.com/proddetail/imported-denim-fabric-2856708220988.html,"Embroidered Imported Denim Fabric, For Kurti",b0d7d690-7fe1-4b29-9287-d74284d4f18a,products\b0d7d690-7fe1-4b29-9287-d74284d4f18a\1.jpeg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"Blue Printed Denim Fabric, For Shirts, Packaging Type: Roll",Ananthas exports,₹ 230,"Blue Printed Denim Fabric, For Shirts, Packaging Type: Roll",Ahmedabad,,,https://5.imimg.com/data5/ANDROID/Default/2022/12/YA/GI/OE/45763538/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/printed-denim-fabric-2849324047430.html,"Blue Printed Denim Fabric, For Shirts, Packaging Type: Roll",8c988b8d-c34c-4029-bbb9-e26bff9742f9,products\8c988b8d-c34c-4029-bbb9-e26bff9742f9\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"Polyester Blend Mariyo box denim fabrics, Weave: Plain, 24.5",Anika Texfab,₹ 200,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2024/11/466278373/IO/RO/HR/41145341/whatsapp-image-2024-11-15-at-1-03-44-pm-14-250x250.jpeg,https://www.indiamart.com/proddetail/mariyo-box-denim-fabrics-2855307227173.html,"Polyester Blend Mariyo box denim fabrics, Weave: Plain, 24.5",1cd78d54-5f3a-40e3-8892-31df985cb7f2,products\1cd78d54-5f3a-40e3-8892-31df985cb7f2\1.jpeg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,MT Denim Shirt Fabric,Maheshwari Textile,₹ 175,/Meter,Ahmedabad,,,https://5.imimg.com/data5/ZF/KJ/DQ/SELLER-4410597/denim-shirt-fabric-250x250.jpg,https://www.indiamart.com/proddetail/denim-shirt-fabric-20395141455.html,MT Denim Shirt Fabric,faf86d78-ce41-4d09-80b8-437bf1bf88e1,products\faf86d78-ce41-4d09-80b8-437bf1bf88e1\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,Denim Lilen polyester lycra fabric,Anirudh Textile,₹ 140,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2026/4/596722709/OW/PS/UJ/97443744/denim-lilen-polyester-lycra-fabric-250x250.jpeg,https://www.indiamart.com/proddetail/denim-lilen-polyester-lycra-fabric-325028567.html,Denim Lilen polyester lycra fabric,51fde350-293a-4bed-ab46-d83ceb60a924,products\51fde350-293a-4bed-ab46-d83ceb60a924\1.jpeg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"Cotton Lycra Denim Jeans Fabric, 12.5 oz",Siddhi Vinayak Enterprise,₹ 110,/Kg,Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2025/3/495012157/EI/BR/TM/6289021/denim-jeans-fabric-250x250.png,https://www.indiamart.com/proddetail/denim-jeans-fabric-22515799597.html,"Cotton Lycra Denim Jeans Fabric, 12.5 oz",5a992871-6e9d-403d-87ec-3da48ab05c53,products\5a992871-6e9d-403d-87ec-3da48ab05c53\1.png
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,Plain Denim Jeans Fabric,Prisha Texcot,₹ 170,/Meter,Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2025/7/532480313/KB/HM/IN/66867020/plain-denim-jeans-fabric-250x250.jpg,https://www.indiamart.com/proddetail/plain-denim-jeans-fabric-2857114231562.html,Plain Denim Jeans Fabric,c7b819e6-de49-4b85-b5e7-ee62c428c0b5,products\c7b819e6-de49-4b85-b5e7-ee62c428c0b5\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"Plain 3/1 LHT Cotton Lycra Denim Fabric, For Jeans",Bluevis India,₹ 220,/Meter,Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2025/4/504183663/OT/NM/VX/100833119/3-1-lht-cotton-lycra-denim-fabric-250x250.jpg,https://www.indiamart.com/proddetail/3-1-lht-cotton-lycra-denim-fabric-2856333091388.html,"Plain 3/1 LHT Cotton Lycra Denim Fabric, For Jeans",56c1007c-8674-401f-b632-5cd99b6594d4,products\56c1007c-8674-401f-b632-5cd99b6594d4\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,Denim Fabrics cloth,Priyam Knit Pvt. Ltd.,₹ 200,/Meter,Ahmedabad,,,https://4.imimg.com/data4/UQ/OL/MY-7696153/denim-fabric-250x250.jpg,https://www.indiamart.com/proddetail/denim-fabrics-cloth-11914854491.html,Priyam Knit Pvt. Ltd.,bde7aa45-45f4-4dbd-8819-15586dfeb868,products\bde7aa45-45f4-4dbd-8819-15586dfeb868\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,Spring Denim Jeans Fabrics Set,K K Enterprises,₹ 243,Spring Denim Jeans Fabrics Set,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/3/494564900/YJ/ET/PY/241413377/denim-jeans-fabrics-250x250.jpg,https://www.indiamart.com/proddetail/spring-denim-jeans-fabrics-set-2855799706997.html,Spring Denim Jeans Fabrics Set,412ff90c-9ed6-4d4c-adda-4c2c913c7443,products\412ff90c-9ed6-4d4c-adda-4c2c913c7443\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"4 Way Stretch Premium DENIM DIAGONAL Fabric, Gsm (Grams Per Sq. Meter): 210-220 GSM",Ragini Fasion(A Brand Of Ragini Sarees),₹ 210,/Kg,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2025/12/566971641/EP/XW/BC/4620717/dryfit-4-way-1-copy-250x250.png,https://www.indiamart.com/proddetail/premium-denim-diagonal-fabric-2858155526997.html,"4 Way Stretch Premium DENIM DIAGONAL Fabric, Gsm (Grams Per Sq. Meter): 210-220 GSM",64f77716-97bf-4d16-a19f-2be410a4e9d7,products\64f77716-97bf-4d16-a19f-2be410a4e9d7\1.png
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"Printed Knitted Denim Fabrics, 400 Gms Per Meter",S.Biotex Private Limited,₹ 450,"Printed Knitted Denim Fabrics, 400 Gms Per Meter",Ludhiana - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2023/11/362879007/VS/AR/XC/3087351/knitted-denim-fabrics-250x250.jpg,https://www.indiamart.com/proddetail/knitted-denim-fabrics-20181628362.html,"Printed Knitted Denim Fabrics, 400 Gms Per Meter",26d39840-526b-4bfa-8bd9-1c2a0fe7aa7c,products\26d39840-526b-4bfa-8bd9-1c2a0fe7aa7c\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"Blue 58 To 70 Inch Fancy Denim Fabric, For Jeans",K. Keval & Co.,₹ 190,/Meter,Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2024/5/415989362/ZA/CN/FL/87163111/fancy-denim-fabric-250x250.jpeg,https://www.indiamart.com/proddetail/fancy-denim-fabric-21005639062.html,"Blue 58 To 70 Inch Fancy Denim Fabric, For Jeans",2fa19089-250a-4406-a3d9-7bedf0e87cef,products\2fa19089-250a-4406-a3d9-7bedf0e87cef\1.jpeg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,Denim Jeans Fabric,Aarav Textile,₹ 110,/Meter,Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2024/5/421842837/VN/VR/ZZ/28695475/denim-fabric-250x250.jpeg,https://www.indiamart.com/proddetail/denim-jeans-fabric-27374048462.html,GST Email Mobile Member: 10 yrs,837c6703-e7a9-4dc5-811a-63cbb4b98d3d,products\837c6703-e7a9-4dc5-811a-63cbb4b98d3d\1.jpeg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,Denim Jeans Fabric,Kailash Vivek & Company,₹ 225,/Meter,Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2021/5/IV/ZC/VH/865985/jeans-fabric-250x250.jpg,https://www.indiamart.com/proddetail/denim-jeans-fabric-23488102548.html,Kailash Vivek & Company,62eb6aa2-bac9-4a37-92e8-d34484b97140,products\62eb6aa2-bac9-4a37-92e8-d34484b97140\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"Plain Silk Denim Fabric, For Kurti",Muskan Clothing Co.,₹ 110,/Meter,Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2025/4/503283069/CE/UB/LM/13638254/silk-denim-fabric-250x250.jpg,https://www.indiamart.com/proddetail/silk-denim-fabric-2856372795373.html,"Plain Silk Denim Fabric, For Kurti",5827b3af-f53c-43f9-a0bb-e40bbc26bb8f,products\5827b3af-f53c-43f9-a0bb-e40bbc26bb8f\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll",Anil Fashion Pvt.Ltd.,₹ 120,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll",Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2021/6/VP/DI/RU/17234944/cotton-fabric-500x500-250x250.jpg,https://www.indiamart.com/proddetail/denim-fabric-23628490091.html,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll",b36b59f1-8aa0-499c-8371-48d09d3f8391,products\b36b59f1-8aa0-499c-8371-48d09d3f8391\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"Polyester Blend Denim Fabric, Weave: Knit",Town Fab,₹ 300,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/6/522635768/DJ/AH/FT/52998298/whatsapp-image-2025-05-16-at-19-56-11-860c5826-250x250.jpg,https://www.indiamart.com/proddetail/denim-fabric-2856810377548.html,"Polyester Blend Denim Fabric, Weave: Knit",9ea70b5d-05a2-4358-881f-af9a428900a8,products\9ea70b5d-05a2-4358-881f-af9a428900a8\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"63"" RFD Fancy Denim Fabric",Shree Enterprises,₹ 240,/Meter,Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2024/11/467358812/LF/CH/FT/53434839/fancy-rfd-denim-fabric-250x250.jpeg,https://www.indiamart.com/proddetail/63-rfd-fancy-denim-fabric-2855308367097.html,"63"" RFD Fancy Denim Fabric",afaa33d3-d0ec-4c16-88ad-f8f9744bcc79,products\afaa33d3-d0ec-4c16-88ad-f8f9744bcc79\1.jpeg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"Embroidered Imported Denim Fabric, For Kurti",Allia Fabrics,₹ 650,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/6/517546859/NP/XR/OW/128675984/whatsapp-image-2025-06-09-at-5-51-11-pm-250x250.jpeg,https://www.indiamart.com/proddetail/imported-denim-fabric-2856708220988.html,"Embroidered Imported Denim Fabric, For Kurti",6aac4323-43d4-4550-9475-1598150506b1,products\6aac4323-43d4-4550-9475-1598150506b1\1.jpeg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"Blue Printed Denim Fabric, For Shirts, Packaging Type: Roll",Ananthas exports,₹ 230,"Blue Printed Denim Fabric, For Shirts, Packaging Type: Roll",Ahmedabad,,,https://5.imimg.com/data5/ANDROID/Default/2022/12/YA/GI/OE/45763538/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/printed-denim-fabric-2849324047430.html,"Blue Printed Denim Fabric, For Shirts, Packaging Type: Roll",3ec9e611-63b0-4c31-920f-b037d6673baa,products\3ec9e611-63b0-4c31-920f-b037d6673baa\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"Polyester Blend Mariyo box denim fabrics, Weave: Plain, 24.5",Anika Texfab,₹ 200,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2024/11/466278373/IO/RO/HR/41145341/whatsapp-image-2024-11-15-at-1-03-44-pm-14-250x250.jpeg,https://www.indiamart.com/proddetail/mariyo-box-denim-fabrics-2855307227173.html,"Polyester Blend Mariyo box denim fabrics, Weave: Plain, 24.5",08b3c3d3-d172-41a0-acba-d71a62f417d7,products\08b3c3d3-d172-41a0-acba-d71a62f417d7\1.jpeg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,MT Denim Shirt Fabric,Maheshwari Textile,₹ 175,/Meter,Ahmedabad,,,https://5.imimg.com/data5/ZF/KJ/DQ/SELLER-4410597/denim-shirt-fabric-250x250.jpg,https://www.indiamart.com/proddetail/denim-shirt-fabric-20395141455.html,MT Denim Shirt Fabric,afa26362-e06e-477b-a9a0-afb6a5c1de26,products\afa26362-e06e-477b-a9a0-afb6a5c1de26\1.jpg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,Denim Lilen polyester lycra fabric,Anirudh Textile,₹ 140,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2026/4/596722709/OW/PS/UJ/97443744/denim-lilen-polyester-lycra-fabric-250x250.jpeg,https://www.indiamart.com/proddetail/denim-lilen-polyester-lycra-fabric-325028567.html,Denim Lilen polyester lycra fabric,c36bfca4-5d0a-42a9-a654-56afda22633c,products\c36bfca4-5d0a-42a9-a654-56afda22633c\1.jpeg
Textiles,Fabric & Textiles,Denim Fabric,denim fabric,"Cotton Lycra Denim Jeans Fabric, 12.5 oz",Siddhi Vinayak Enterprise,₹ 110,/Kg,Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2025/3/495012157/EI/BR/TM/6289021/denim-jeans-fabric-250x250.png,https://www.indiamart.com/proddetail/denim-jeans-fabric-22515799597.html,"Cotton Lycra Denim Jeans Fabric, 12.5 oz",b642e985-69d0-4890-93a1-9f0fd6bf0d4c,products\b642e985-69d0-4890-93a1-9f0fd6bf0d4c\1.png
